Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
77173,2020-07-18 12:10:27,3560318482131952,fraud_Kub-Heaney,health_fitness,53.31,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,ae245a9ade17eb156912f72b7a322883,1374149427,34.792683000000004,-88.027335,0
387827,2020-11-20 02:26:01,4383521454815,"fraud_Tillman, Fritsch and Schmitt",misc_net,38.27,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,2e61ea508973b6028a3e5d0c4fe78d20,1384914361,40.607333,-85.89431,0
37603,2020-07-04 15:47:40,3547574373318979,fraud_Collier LLC,home,27.59,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",1962-04-30,c576c8576fc85648261eae442906627d,1372952860,39.773149,-87.603532,0
533241,2020-12-27 10:08:47,346208242862904,fraud_Kling Inc,gas_transport,100.04,Tabitha,Reyes,F,20938 Barbara Viaduct,New York City,NY,10280,40.7105,-74.0163,1577385,"Pharmacist, hospital",1961-05-13,a79ee6ac786277d39b6c51f502ab6376,1388138927,41.628789000000005,-74.968535,0
445680,2020-12-07 16:53:38,4079773899158,fraud_Deckow-Dare,food_dining,62.49,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,fcc6ef64eb47fbb1b4fcf131a34e15ca,1386435218,44.067448,-116.112337,0
444680,2020-12-07 13:56:03,30273037698427,fraud_Friesen-Ortiz,personal_care,64.41,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,d6359445b6563c53fec24704ecb5a2ab,1386424563,34.768414,-91.088997,0
167585,2020-08-18 16:54:17,2720433095629877,fraud_Sawayn PLC,shopping_pos,2.74,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,587639ebc06ee0c5ee3f72b850bf209b,1376844857,44.769611,-69.92255,0
485350,2020-12-15 22:15:53,4092452671396169678,"fraud_Haley, Batz and Auer",health_fitness,11.29,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",1945-12-07,8bccb51fa6e585c6baa809cd2a045f55,1387145753,33.501804,-78.854186,0
360627,2020-11-08 13:14:10,3597337756918966,"fraud_Lang, Towne and Schuppe",kids_pets,61.91,Linda,Gonzalez,F,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,1952-03-08,cedc5da2793e1044b1eb6326fcb862ce,1383916450,39.704036,-76.24329499999999,0
146691,2020-08-11 07:51:58,374497717543058,fraud_Nader-Heller,misc_net,141.36,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,9be33346e2e8fa42def048dad16fcb93,1376207518,47.834718,-100.080577,0
419455,2020-12-01 14:46:48,4736845434667908128,fraud_Hackett Group,travel,9.24,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,f7c11bc630bd934163aa11d95f171a45,1385909208,44.73573,-74.416395,0
261173,2020-09-25 17:01:12,503848303379,fraud_Padberg-Sauer,home,11.94,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1976-09-12,254b9e2b614f24c7e8b79c04f7192a7e,1380128472,26.096091,-82.441806,0
417056,2020-12-01 04:24:33,4809701904914,fraud_Cummings Group,grocery_net,70.01,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,9075466e3ae8a8a05e9c1f0b6db6dbb7,1385871873,32.875091999999995,-84.593876,0
309021,2020-10-16 16:01:26,30103132002433,fraud_Schumm PLC,health_fitness,90.05,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,1987-10-26,9718ba6dc78dc1f9f87761e7f372937b,1381939286,41.761574,-78.811412,0
464187,2020-12-11 22:52:22,676102124465,fraud_Harris Group,food_dining,130.43,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,477bc8c47b6e18559beb224aa0d18321,1386802342,38.656055,-123.07438700000002,0
278878,2020-10-03 15:16:34,3586008444788268,"fraud_Roob, Conn and Tremblay",shopping_pos,41.21,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,8b2e2b35653a75040e53c957c9e0425b,1380813394,47.833993,-122.143073,0
440372,2020-12-06 19:56:05,4079773899158,"fraud_Ledner, Hartmann and Feest",health_fitness,50.42,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,cd68fcee5b9c9c0df2ad0df113b9f1bb,1386359765,44.55007,-116.855827,0
522729,2020-12-24 15:59:58,4988304376504,"fraud_Hagenes, Kohler and Hoppe",food_dining,57.01,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,74768be59026d77822d457bcf5c93df3,1387900798,40.945975,-74.71279399999999,0
445077,2020-12-07 15:05:30,4640395708703,fraud_Gulgowski LLC,home,152.31,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,1951-06-13,502fd791a22b8c6dd77c9168757ac257,1386428730,29.984755,-91.309956,0
82605,2020-07-20 04:49:53,4972228199573984,fraud_Kiehn Inc,grocery_pos,125.27,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,c64ef6549fee5cb077c3a94dcf7d62ab,1374295793,34.889627000000004,-95.797176,0
434411,2020-12-05 15:07:38,676195318214,fraud_Rempel Inc,shopping_net,6.67,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1983-07-24,f1fae79082190a818d08d77da2df63c9,1386256058,29.741375,-95.931046,0
396659,2020-11-23 20:45:20,4792627764422477317,"fraud_Schumm, McLaughlin and Carter",food_dining,80.1,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,e3f209b29192e76b31a0dfdada549bfc,1385239520,39.852041,-95.169774,0
440182,2020-12-06 19:10:30,502049568400,fraud_Padberg-Rogahn,entertainment,10.07,Daniel,Melton,M,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,1962-02-13,2d0f5f6027ca1a0fb5c214ca3ce29854,1386357030,42.301793,-73.035534,0
109995,2020-07-29 04:03:02,4761403817546679245,fraud_Barton Inc,grocery_pos,90.42,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,91148cbb292ee56cb08659f1940a3503,1375070582,36.327741,-92.447218,0
349926,2020-11-03 05:21:48,3541554378551366,fraud_Bins-Rice,gas_transport,79.2,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,1939-09-19,6d57bf0e64cee08a695597c8294e8b75,1383456108,36.925082,-75.984705,0
216840,2020-09-06 13:31:01,4497913965512794052,"fraud_Turner, Ziemann and Lehner",food_dining,21.94,Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,28372,34.6902,-79.1834,14783,Hospital doctor,1955-11-07,3a4e058ffc809ee78e714aee2ca15973,1378474261,35.231757,-79.980828,0
13885,2020-06-25 23:43:37,4629451965224809,fraud_Mante Group,misc_net,18.95,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,cebe217e76b9c736bc7cf1e015294548,1372203817,31.029279,-82.76441700000001,0
16633,2020-06-27 04:38:24,213154573301411,"fraud_Osinski, Ledner and Leuschke",grocery_pos,99.38,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,1982-02-10,6fa6c726912f1980df38350dac076caf,1372307904,39.057561,-85.93693,0
147464,2020-08-11 13:14:50,4044436772018844508,fraud_McKenzie-Huels,food_dining,13.54,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,45415,39.8355,-84.2613,479994,Environmental manager,1970-11-09,0ad94a7f3e6d93db2284e293001a9a76,1376226890,39.680045,-85.071843,0
116475,2020-08-01 07:50:36,4384910379661778,"fraud_Welch, Rath and Koepp",entertainment,32.65,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,1949-04-24,3c4fd4f285a3889754fadfcc2cbf56a6,1375343436,47.927979,-96.883324,0
62552,2020-07-13 02:44:46,5289285402893489,fraud_Hintz-Bruen,grocery_net,61.17,Amanda,Adams,F,08580 Jeremy Falls,Bay City,OR,97107,45.5197,-123.8761,1530,Colour technologist,1986-11-24,b809ba82f72245ed84b45e605c2972e1,1373683486,45.689614,-124.805732,0
521184,2020-12-24 04:00:25,4584931703207308232,"fraud_Schultz, Simonis and Little",grocery_pos,183.01,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",1975-04-16,e64634f342c00c967a43cca29d1c281d,1387857625,33.661840999999995,-96.942748,0
173203,2020-08-21 01:40:06,3556613125071656,"fraud_Mosciski, Gislason and Mertz",grocery_pos,46.45,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,907bc65557af4bc76771a7d0b588d38c,1377049206,28.355587,-96.213146,0
458543,2020-12-10 12:02:38,180081032825079,fraud_Champlin and Sons,home,226.97,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,1955-04-03,2fb9778c7054fb79b31a85430fe6a07f,1386676958,33.072291,-90.896109,0
177665,2020-08-22 23:58:25,4328928491302401,fraud_Romaguera and Sons,travel,5.66,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,1981-05-06,1a473642669dbfce7309732224275976,1377215905,43.216707,-87.209781,0
469653,2020-12-13 08:58:45,3556613125071656,fraud_Bahringer-Larson,grocery_net,24.22,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,2e719a9f6669ef7dda79a8dad5765e44,1386925125,28.806348,-95.146362,0
276009,2020-10-02 01:45:57,4247921790666,fraud_Beier-Hyatt,shopping_pos,98.41,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,42d2f7fe911ea5695a6143f78b0b469c,1380678357,39.012135,-84.00250600000001,0
425515,2020-12-03 01:07:37,180018375329178,fraud_Bins-Rice,gas_transport,98.88,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,15ade123d943b4b85a12b6dfb92ddca0,1386032857,42.9787,-84.526512,0
445244,2020-12-07 15:34:45,213113338379864,"fraud_Turcotte, Batz and Buckridge",health_fitness,1.84,Larry,Vaughan,M,83555 Melinda Spurs,Kingsville,MD,21087,39.4558,-76.4147,5451,Science writer,1961-12-05,b7382bde1306ae7804ef856aef0b6d01,1386430485,38.915355,-75.76714,0
445936,2020-12-07 17:41:45,6011652924285713,"fraud_Lesch, D'Amore and Brown",food_dining,31.97,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,094dad4e15677f54275fd54cdad74f7d,1386438105,37.850233,-93.150195,0
31305,2020-07-01 17:46:21,213186880359195,fraud_Bins-Tillman,entertainment,75.94,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,1973-02-14,313876e76cf4e6e5b72c01494d699bf6,1372700781,40.603679,-90.136086,0
356323,2020-11-06 11:01:25,60422928733,fraud_Stoltenberg-Beatty,shopping_pos,7.24,Jeffrey,Powers,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1942-04-02,24fd8d7a6b115938d7c0e374c9933167,1383735685,33.052838,-81.336775,0
118932,2020-08-02 06:20:47,4671727014157745,fraud_McDermott-Weimann,grocery_pos,120.34,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,8af478cdb4903af83582627d09b3184a,1375424447,40.386874,-84.7213,0
338981,2020-10-29 14:14:22,38052002992326,"fraud_Schumm, McLaughlin and Carter",food_dining,20.49,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,a2f6fc8b5a3f5e746c677c686b15f1a7,1383056062,30.192239,-95.406082,0
146294,2020-08-11 04:48:32,2291163933867244,fraud_Conroy-Cruickshank,gas_transport,53.82,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1968-03-19,128b150887149c511e7ada594a686da3,1376196512,34.910621,-80.657414,0
